STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2011,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2012,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2013,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2014,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2015,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2016,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2017,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2018,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2020,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2021,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2022,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EE,Estonia,2023,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EFTA,European Free Trade Association,2011,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2002,,27.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2003,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2004,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2005,,28.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2006,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2007,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2008,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2009,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2010,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2011,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2012,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2013,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2014,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2015,,30.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2016,,30.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2017,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2018,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2019,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2020,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2021,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2022,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,EL,Greece,2023,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2002,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2003,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2004,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2005,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2006,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2007,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2008,,30.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2009,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2010,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2011,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2012,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2013,,32.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2014,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2015,,32.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2016,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2017,,33.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2018,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2019,,33.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2020,,34.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2021,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2022,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ES,Spain,2023,,34.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2002,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2003,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2004,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2005,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2006,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2007,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2008,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2009,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2010,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2011,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2013,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2014,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2015,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2016,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2017,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2018,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2019,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2020,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2021,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2022,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FI,Finland,2023,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2002,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2003,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2004,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2005,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2006,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2007,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2008,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2009,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2010,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2011,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2013,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2014,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2015,,32.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2016,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2017,,32.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2018,,33.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2020,,33.5,,p,provisional,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2021,,33.8,,p,provisional,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,FR,France,2022,,34.3,,p,provisional,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2006,,26.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2014,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2015,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2016,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2017,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2018,,27.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2019,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2020,,27.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2021,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2022,,29.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,GE,Georgia,2023,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2002,,25.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2003,,25.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2004,,26.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2005,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2006,,26.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2007,,26.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2008,,26.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2009,,26.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2010,,27.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2011,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2012,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2013,,27.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2014,,27.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2015,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2016,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2017,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2018,,28.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2019,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2020,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2021,,28.8,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2022,,28.9,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HR,Croatia,2023,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2002,,25.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2003,,26.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2004,,26.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2005,,26.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2006,,27.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2007,,27.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2008,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2009,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2010,,28.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2011,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2012,,,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2013,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2014,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2015,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2016,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2017,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2018,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2019,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2020,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2021,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2022,,29.8,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,HU,Hungary,2023,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2005,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2006,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2007,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2009,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2010,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2013,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2014,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2015,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IE,Ireland,2016,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2002,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2003,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2004,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2005,,31.5,,,,,
